     count_list      y_history    x_0_history    x_1_history   dx_0_history   dx_1_history
            320    1.26243e-06    9.99206e-01    4.99206e-01    1.58898e-05    1.58898e-05
            321    1.21243e-06    9.99221e-01    4.99221e-01    1.55720e-05    1.55720e-05
            322    1.16442e-06    9.99237e-01    4.99237e-01    1.52606e-05    1.52606e-05
            323    1.11831e-06    9.99252e-01    4.99252e-01    1.49553e-05    1.49553e-05
            324    1.07403e-06    9.99267e-01    4.99267e-01    1.46562e-05    1.46562e-05
            325    1.03149e-06    9.99282e-01    4.99282e-01    1.43631e-05    1.43631e-05
            326    9.90648e-07    9.99296e-01    4.99296e-01    1.40758e-05    1.40758e-05
            327    9.51418e-07    9.99310e-01    4.99310e-01    1.37943e-05    1.37943e-05
            328    9.13742e-07    9.99324e-01    4.99324e-01    1.35184e-05    1.35184e-05
            329    8.77558e-07    9.99338e-01    4.99338e-01    1.32481e-05    1.32481e-05
            330    8.42806e-07    9.99351e-01    4.99351e-01    1.29831e-05    1.29831e-05
            331    8.09431e-07    9.99364e-01    4.99364e-01    1.27235e-05    1.27235e-05
            332    7.77378e-07    9.99377e-01    4.99377e-01    1.24690e-05    1.24690e-05
            333    7.46594e-07    9.99389e-01    4.99389e-01    1.22196e-05    1.22196e-05
            334    7.17028e-07    9.99401e-01    4.99401e-01    1.19752e-05    1.19752e-05
            335    6.88634e-07    9.99413e-01    4.99413e-01    1.17357e-05    1.17357e-05
            336    6.61364e-07    9.99425e-01    4.99425e-01    1.15010e-05    1.15010e-05
            337    6.35174e-07    9.99436e-01    4.99436e-01    1.12710e-05    1.12710e-05
            338    6.10021e-07    9.99448e-01    4.99448e-01    1.10456e-05    1.10456e-05
            339    5.85864e-07    9.99459e-01    4.99459e-01    1.08246e-05    1.08246e-05
            340    5.62664e-07    9.99470e-01    4.99470e-01    1.06082e-05    1.06082e-05
            341    5.40383e-07    9.99480e-01    4.99480e-01    1.03960e-05    1.03960e-05
            342    5.18984e-07    9.99491e-01    4.99491e-01    1.01881e-05    1.01881e-05
            343    4.98432e-07    9.99501e-01    4.99501e-01    9.98431e-06    9.98431e-06
