     count_list      y_history    x_0_history    x_1_history   dx_0_history   dx_1_history
            203    3.40268e-01    5.87527e-01    8.75269e-02    4.99120e-04    4.99120e-04
            204    3.39445e-01    5.88026e-01    8.80261e-02    4.99555e-04    4.99555e-04
            205    3.38622e-01    5.88526e-01    8.85256e-02    4.99988e-04    4.99988e-04
            206    3.37800e-01    5.89026e-01    8.90256e-02    5.00419e-04    5.00419e-04
            207    3.36978e-01    5.89526e-01    8.95260e-02    5.00847e-04    5.00847e-04
            208    3.36156e-01    5.90027e-01    9.00269e-02    5.01273e-04    5.01273e-04
            209    3.35334e-01    5.90528e-01    9.05281e-02    5.01696e-04    5.01696e-04
            210    3.34513e-01    5.91030e-01    9.10298e-02    5.02116e-04    5.02116e-04
            211    3.33692e-01    5.91532e-01    9.15320e-02    5.02535e-04    5.02535e-04
            212    3.32872e-01    5.92034e-01    9.20345e-02    5.02950e-04    5.02950e-04
            213    3.32051e-01    5.92537e-01    9.25374e-02    5.03363e-04    5.03363e-04
            214    3.31232e-01    5.93041e-01    9.30408e-02    5.03774e-04    5.03774e-04
            215    3.30412e-01    5.93545e-01    9.35446e-02    5.04183e-04    5.04183e-04
            216    3.29593e-01    5.94049e-01    9.40488e-02    5.04588e-04    5.04588e-04
            217    3.28774e-01    5.94553e-01    9.45533e-02    5.04992e-04    5.04992e-04
            218    3.27955e-01    5.95058e-01    9.50583e-02    5.05393e-04    5.05393e-04
            219    3.27137e-01    5.95564e-01    9.55637e-02    5.05792e-04    5.05792e-04
            220    3.26320e-01    5.96070e-01    9.60695e-02    5.06188e-04    5.06188e-04
            221    3.25502e-01    5.96576e-01    9.65757e-02    5.06581e-04    5.06581e-04
            222    3.24685e-01    5.97082e-01    9.70823e-02    5.06973e-04    5.06973e-04
            223    3.23869e-01    5.97589e-01    9.75893e-02    5.07362e-04    5.07362e-04
            224    3.23053e-01    5.98097e-01    9.80966e-02    5.07748e-04    5.07748e-04
            225    3.22237e-01    5.98604e-01    9.86044e-02    5.08133e-04    5.08133e-04
            226    3.21422e-01    5.99113e-01    9.91125e-02    5.08514e-04    5.08514e-04
            227    3.20607e-01    5.99621e-01    9.96210e-02    5.08894e-04    5.08894e-04
            228    3.19792e-01    6.00130e-01    1.00130e-01    5.09271e-04    5.09271e-04
            229    3.18978e-01    6.00639e-01    1.00639e-01    5.09646e-04    5.09646e-04
            230    3.18165e-01    6.01149e-01    1.01149e-01    5.10018e-04    5.10018e-04
            231    3.17351e-01    6.01659e-01    1.01659e-01    5.10388e-04    5.10388e-04
            232    3.16539e-01    6.02169e-01    1.02169e-01    5.10755e-04    5.10755e-04
            233    3.15726e-01    6.02680e-01    1.02680e-01    5.11121e-04    5.11121e-04
            234    3.14915e-01    6.03191e-01    1.03191e-01    5.11484e-04    5.11484e-04
            235    3.14103e-01    6.03703e-01    1.03703e-01    5.11844e-04    5.11844e-04
            236    3.13292e-01    6.04214e-01    1.04214e-01    5.12203e-04    5.12203e-04
            237    3.12482e-01    6.04727e-01    1.04727e-01    5.12559e-04    5.12559e-04
            238    3.11672e-01    6.05239e-01    1.05239e-01    5.12912e-04    5.12912e-04
            239    3.10863e-01    6.05752e-01    1.05752e-01    5.13264e-04    5.13264e-04
            240    3.10054e-01    6.06265e-01    1.06265e-01    5.13613e-04    5.13613e-04
            241    3.09246e-01    6.06779e-01    1.06779e-01    5.13959e-04    5.13959e-04
            242    3.08438e-01    6.07293e-01    1.07293e-01    5.14304e-04    5.14304e-04
            243    3.07630e-01    6.07807e-01    1.07807e-01    5.14646e-04    5.14646e-04
            244    3.06823e-01    6.08322e-01    1.08322e-01    5.14986e-04    5.14986e-04
            245    3.06017e-01    6.08837e-01    1.08837e-01    5.15324e-04    5.15324e-04
            246    3.05211e-01    6.09352e-01    1.09352e-01    5.15659e-04    5.15659e-04
            247    3.04406e-01    6.09868e-01    1.09868e-01    5.15992e-04    5.15992e-04
            248    3.03601e-01    6.10384e-01    1.10384e-01    5.16323e-04    5.16323e-04
            249    3.02797e-01    6.10900e-01    1.10900e-01    5.16651e-04    5.16651e-04
            250    3.01994e-01    6.11417e-01    1.11417e-01    5.16978e-04    5.16978e-04
            251    3.01191e-01    6.11934e-01    1.11934e-01    5.17302e-04    5.17302e-04
            252    3.00388e-01    6.12451e-01    1.12451e-01    5.17623e-04    5.17623e-04
            253    2.99586e-01    6.12969e-01    1.12969e-01    5.17943e-04    5.17943e-04
            254    2.98785e-01    6.13487e-01    1.13487e-01    5.18260e-04    5.18260e-04
            255    2.97984e-01    6.14005e-01    1.14005e-01    5.18575e-04    5.18575e-04
            256    2.97184e-01    6.14524e-01    1.14524e-01    5.18888e-04    5.18888e-04
            257    2.96385e-01    6.15042e-01    1.15042e-01    5.19199e-04    5.19199e-04
            258    2.95586e-01    6.15562e-01    1.15562e-01    5.19507e-04    5.19507e-04
            259    2.94787e-01    6.16081e-01    1.16081e-01    5.19814e-04    5.19814e-04
            260    2.93990e-01    6.16601e-01    1.16601e-01    5.20118e-04    5.20118e-04
            261    2.93193e-01    6.17121e-01    1.17121e-01    5.20420e-04    5.20420e-04
            262    2.92396e-01    6.17641e-01    1.17641e-01    5.20719e-04    5.20719e-04
            263    2.91600e-01    6.18162e-01    1.18162e-01    5.21017e-04    5.21017e-04
            264    2.90805e-01    6.18683e-01    1.18683e-01    5.21312e-04    5.21312e-04
            265    2.90010e-01    6.19205e-01    1.19205e-01    5.21605e-04    5.21605e-04
            266    2.89216e-01    6.19726e-01    1.19726e-01    5.21896e-04    5.21896e-04
            267    2.88423e-01    6.20248e-01    1.20248e-01    5.22185e-04    5.22185e-04
            268    2.87630e-01    6.20770e-01    1.20770e-01    5.22471e-04    5.22471e-04
            269    2.86838e-01    6.21293e-01    1.21293e-01    5.22756e-04    5.22756e-04
            270    2.86047e-01    6.21815e-01    1.21815e-01    5.23038e-04    5.23038e-04
            271    2.85256e-01    6.22338e-01    1.22338e-01    5.23318e-04    5.23318e-04
            272    2.84466e-01    6.22862e-01    1.22862e-01    5.23596e-04    5.23596e-04
            273    2.83677e-01    6.23385e-01    1.23385e-01    5.23872e-04    5.23872e-04
            274    2.82889e-01    6.23909e-01    1.23909e-01    5.24145e-04    5.24145e-04
            275    2.82101e-01    6.24433e-01    1.24433e-01    5.24417e-04    5.24417e-04
            276    2.81313e-01    6.24958e-01    1.24958e-01    5.24686e-04    5.24686e-04
            277    2.80527e-01    6.25482e-01    1.25482e-01    5.24953e-04    5.24953e-04
            278    2.79741e-01    6.26007e-01    1.26007e-01    5.25219e-04    5.25219e-04
            279    2.78956e-01    6.26533e-01    1.26533e-01    5.25482e-04    5.25482e-04
            280    2.78171e-01    6.27058e-01    1.27058e-01    5.25743e-04    5.25743e-04
            281    2.77388e-01    6.27584e-01    1.27584e-01    5.26001e-04    5.26001e-04
            282    2.76605e-01    6.28110e-01    1.28110e-01    5.26258e-04    5.26258e-04
            283    2.75822e-01    6.28636e-01    1.28636e-01    5.26513e-04    5.26513e-04
            284    2.75041e-01    6.29163e-01    1.29163e-01    5.26765e-04    5.26765e-04
            285    2.74260e-01    6.29689e-01    1.29689e-01    5.27016e-04    5.27016e-04
            286    2.73480e-01    6.30216e-01    1.30216e-01    5.27264e-04    5.27264e-04
            287    2.72700e-01    6.30744e-01    1.30744e-01    5.27510e-04    5.27510e-04
            288    2.71922e-01    6.31271e-01    1.31271e-01    5.27754e-04    5.27754e-04
            289    2.71144e-01    6.31799e-01    1.31799e-01    5.27996e-04    5.27996e-04
            290    2.70367e-01    6.32327e-01    1.32327e-01    5.28236e-04    5.28236e-04
            291    2.69591e-01    6.32855e-01    1.32855e-01    5.28474e-04    5.28474e-04
            292    2.68815e-01    6.33384e-01    1.33384e-01    5.28710e-04    5.28710e-04
            293    2.68040e-01    6.33912e-01    1.33912e-01    5.28944e-04    5.28944e-04
            294    2.67266e-01    6.34441e-01    1.34441e-01    5.29176e-04    5.29176e-04
            295    2.66493e-01    6.34971e-01    1.34971e-01    5.29405e-04    5.29405e-04
            296    2.65721e-01    6.35500e-01    1.35500e-01    5.29633e-04    5.29633e-04
            297    2.64949e-01    6.36030e-01    1.36030e-01    5.29858e-04    5.29858e-04
            298    2.64178e-01    6.36559e-01    1.36559e-01    5.30082e-04    5.30082e-04
            299    2.63408e-01    6.37089e-01    1.37089e-01    5.30303e-04    5.30303e-04
            300    2.62639e-01    6.37620e-01    1.37620e-01    5.30523e-04    5.30523e-04
            301    2.61870e-01    6.38150e-01    1.38150e-01    5.30740e-04    5.30740e-04
            302    2.61103e-01    6.38681e-01    1.38681e-01    5.30956e-04    5.30956e-04
            303    2.60336e-01    6.39212e-01    1.39212e-01    5.31169e-04    5.31169e-04
            304    2.59570e-01    6.39743e-01    1.39743e-01    5.31381e-04    5.31381e-04
            305    2.58805e-01    6.40275e-01    1.40275e-01    5.31590e-04    5.31590e-04
            306    2.58040e-01    6.40806e-01    1.40806e-01    5.31797e-04    5.31797e-04
            307    2.57277e-01    6.41338e-01    1.41338e-01    5.32003e-04    5.32003e-04
            308    2.56514e-01    6.41870e-01    1.41870e-01    5.32206e-04    5.32206e-04
            309    2.55752e-01    6.42402e-01    1.42402e-01    5.32407e-04    5.32407e-04
            310    2.54991e-01    6.42935e-01    1.42935e-01    5.32607e-04    5.32607e-04
            311    2.54231e-01    6.43467e-01    1.43467e-01    5.32804e-04    5.32804e-04
            312    2.53472e-01    6.44000e-01    1.44000e-01    5.32999e-04    5.32999e-04
            313    2.52714e-01    6.44533e-01    1.44533e-01    5.33193e-04    5.33193e-04
            314    2.51956e-01    6.45066e-01    1.45066e-01    5.33384e-04    5.33384e-04
            315    2.51199e-01    6.45600e-01    1.45600e-01    5.33573e-04    5.33573e-04
            316    2.50444e-01    6.46133e-01    1.46133e-01    5.33761e-04    5.33761e-04
            317    2.49689e-01    6.46667e-01    1.46667e-01    5.33946e-04    5.33946e-04
            318    2.48935e-01    6.47201e-01    1.47201e-01    5.34130e-04    5.34130e-04
            319    2.48181e-01    6.47735e-01    1.47735e-01    5.34311e-04    5.34311e-04
            320    2.47429e-01    6.48269e-01    1.48269e-01    5.34491e-04    5.34491e-04
            321    2.46678e-01    6.48804e-01    1.48804e-01    5.34669e-04    5.34669e-04
